timestamp,log_type,message,stacktrace
50.87144,Error,[CloseExtBracerReaktor][gO-Name:1CmSphereDummy(Clone)] requires thisReaktorsCollider to be specified so that there's a reference collider to handle collisions/triggering.,UnityEngine.Debug:LogError (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:69).  
50.87144,Log,[CloseExtBracerReaktor][ST] on object 1CmSphereDummy(Clone) initialised as COLLIDER_TRIGGER,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:96).  
50.87144,Log,[CloseExtBracerReaktor][SUBS]1 Reaction Behaviours components found subscribing...,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:HookAllLocalBracerReactionComponents () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:116).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:99).  
50.87144,Log,[CloseExtBracerReaktor][in obj 1CmSphereDummy(Clone)] no bracers to subscribe to were specified. Searching for all bracers and auto-subscribing.,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:54).  
50.87144,Error,[CloseExtBracerReaktor][gO-Name:1CmSphereDummy(Clone)] requires thisReaktorsCollider to be specified so that there's a reference collider to handle collisions/triggering.,UnityEngine.Debug:LogError (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:69).  
50.87144,Log,[CloseExtBracerReaktor][ST] on object 1CmSphereDummy(Clone) initialised as COLLIDER_TRIGGER,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:96).  
50.87144,Log,[CloseExtBracerReaktor][SUBS]1 Reaction Behaviours components found subscribing...,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:HookAllLocalBracerReactionComponents () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:116).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:99).  
50.87144,Log,[CloseExtBracerReaktor][in obj 1CmSphereDummy(Clone)] no bracers to subscribe to were specified. Searching for all bracers and auto-subscribing.,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:54).  
50.87144,Error,[CloseExtBracerReaktor][gO-Name:1CmSphereDummy(Clone)] requires thisReaktorsCollider to be specified so that there's a reference collider to handle collisions/triggering.,UnityEngine.Debug:LogError (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:69).  
50.87144,Log,[CloseExtBracerReaktor][ST] on object 1CmSphereDummy(Clone) initialised as COLLIDER_TRIGGER,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:96).  
50.87144,Log,[CloseExtBracerReaktor][SUBS]1 Reaction Behaviours components found subscribing...,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:HookAllLocalBracerReactionComponents () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:116).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:99).  
50.87144,Log,[CloseExtBracerReaktor][in obj 1CmSphereDummy(Clone)] no bracers to subscribe to were specified. Searching for all bracers and auto-subscribing.,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:54).  
50.87144,Error,[CloseExtBracerReaktor][gO-Name:1CmSphereDummy(Clone)] requires thisReaktorsCollider to be specified so that there's a reference collider to handle collisions/triggering.,UnityEngine.Debug:LogError (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:69).  
50.87144,Log,[CloseExtBracerReaktor][ST] on object 1CmSphereDummy(Clone) initialised as COLLIDER_TRIGGER,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:96).  
50.87144,Log,[CloseExtBracerReaktor][SUBS]1 Reaction Behaviours components found subscribing...,UnityEngine.Debug:Log (object).  CloseExtBracerReaktor:HookAllLocalBracerReactionComponents () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:116).  CloseExtBracerReaktor:Start () (at Assets/[alreyl]InputHandling/Reaktor/CloseExtBracerReaktor.cs:99).  
51.40011,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
53.3986,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
54.4021,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
56.40163,Warning,Couldn't generate an appropiate WS Message from UserPerformanceMessageGen. The required scripts used to obtain data may be unavailable.,UnityEngine.Debug:LogWarning (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:509).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
57.40451,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
58.39944,Log,WebsocketGameMonitor User View Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserGameView>d__25:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:341).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
58.39944,Log,WebsocketGameMonitor PosRot Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserPosAndRot>d__24:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:280).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
58.39944,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
60.40583,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
63.40275,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
63.40739,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
64.40385,Warning,Couldn't generate an appropiate WS Message from UserPerformanceMessageGen. The required scripts used to obtain data may be unavailable.,UnityEngine.Debug:LogWarning (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:509).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
66.40885,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
68.40046,Log,WebsocketGameMonitor User View Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserGameView>d__25:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:341).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
68.40046,Log,WebsocketGameMonitor PosRot Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserPosAndRot>d__24:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:280).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
68.40447,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
69.41007,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
70.70847,Log,[OVRManager] OnApplicationPause(true),UnityEngine.Debug:Log (object).  OVRManager:OnApplicationPause (bool) (at Assets/Oculus/VR/Scripts/OVRManager.cs:2043).  
70.72847,Log,[OVRManager] OnApplicationPause(false),UnityEngine.Debug:Log (object).  OVRManager:OnApplicationPause (bool) (at Assets/Oculus/VR/Scripts/OVRManager.cs:2047).  
70.72847,Error,Failed to get placement code,UnityEngine.Debug:LogError (object).  Antilatency.OculusSample.AltTrackingOculus:GetPlacement () (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:204).  Antilatency.OculusSample.AltTrackingOculus:StartTrackingAlignment () (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:96).  Antilatency.OculusSample.AltTrackingOculus:OnFocusChanged (bool) (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:77).  Antilatency.OculusSample.AltTrackingOculus:OnApplicationPause (bool) (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:88).  
72.4053,Warning,Couldn't generate an appropiate WS Message from UserPerformanceMessageGen. The required scripts used to obtain data may be unavailable.,UnityEngine.Debug:LogWarning (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:509).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
72.4104,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
73.40502,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
73.47879,Log,WebsocketGameMonitor User View Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserGameView>d__25:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:341).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
73.47879,Log,WebsocketGameMonitor PosRot Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserPosAndRot>d__24:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:280).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
75.41961,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
75.9,Log,[BaseObjectSlot] -> OnTriggerEnter SlottableObject 1CmSphereDummy(Clone),UnityEngine.Debug:Log (object).  BaseObjectSlot:OnTriggerEnter (UnityEngine.Collider) (at Assets/[alreyl]OrderingMinigame/BaseObjectSlot.cs:11).  
75.9,Log,[BaseObjectSlot] New slottable object 1CmSphereDummy(Clone) entered the slot.,UnityEngine.Debug:Log (object).  BaseObjectSlot:OnTriggerEnter (UnityEngine.Collider) (at Assets/[alreyl]OrderingMinigame/BaseObjectSlot.cs:19).  
75.9,Log,[NodeInteractionMonitor] Trial 1 end ,UnityEngine.Debug:Log (object).  NodeInteractionMonitor:TrialEnd (UXF.Trial) (at Assets/[1]MainScenes/Experimento2/NodeInteractionMonitor.cs:252).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:183).  ExperimentSetup:EndTrial () (at Assets/ExperimentSetup.cs:393).  UnityEngine.Events.UnityEvent`1<UnityEngine.GameObject>:Invoke (UnityEngine.GameObject).  BaseObjectSlot:OnTriggerEnter (UnityEngine.Collider) (at Assets/[alreyl]OrderingMinigame/BaseObjectSlot.cs:23).  
75.9,Log,Executing oneOffMethod SubscribeToUserInInitPos,UnityEngine.Debug:Log (object).  ExperimentSetup:OneOffCall (stringSystem.Action) (at Assets/ExperimentSetup.cs:350).  ExperimentSetup:EndTrial () (at Assets/ExperimentSetup.cs:408).  UnityEngine.Events.UnityEvent`1<UnityEngine.GameObject>:Invoke (UnityEngine.GameObject).  BaseObjectSlot:OnTriggerEnter (UnityEngine.Collider) (at Assets/[alreyl]OrderingMinigame/BaseObjectSlot.cs:23).  
75.9,Log,CORRECCION = 0 ,UnityEngine.Debug:Log (object).  TaskAssessMonitor:TrialCompletion (UnityEngine.GameObject) (at Assets/[1]MainScenes/Experimento2/TaskAssessMonitor.cs:78).  UnityEngine.Events.UnityEvent`1<UnityEngine.GameObject>:Invoke (UnityEngine.GameObject).  BaseObjectSlot:OnTriggerEnter (UnityEngine.Collider) (at Assets/[alreyl]OrderingMinigame/BaseObjectSlot.cs:23).  
78.4083,Log,{"Data":{"ActiveGraph":"None"}"Options":{}"MessageType":1"OpCode":"VisualizationInfo"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
78.42142,Log,{"Data":{"CurrentSceneName":"Experiment2""AntilatencyDevices":"[]"}"Options":{}"MessageType":1"OpCode":"GeneralStatus"},UnityEngine.Debug:Log (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:524).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
79.57855,Log,[OVRManager] OnApplicationPause(true),UnityEngine.Debug:Log (object).  OVRManager:OnApplicationPause (bool) (at Assets/Oculus/VR/Scripts/OVRManager.cs:2043).  
79.59856,Log,[OVRManager] OnApplicationPause(false),UnityEngine.Debug:Log (object).  OVRManager:OnApplicationPause (bool) (at Assets/Oculus/VR/Scripts/OVRManager.cs:2047).  
79.59856,Error,Failed to get placement code,UnityEngine.Debug:LogError (object).  Antilatency.OculusSample.AltTrackingOculus:GetPlacement () (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:204).  Antilatency.OculusSample.AltTrackingOculus:StartTrackingAlignment () (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:96).  Antilatency.OculusSample.AltTrackingOculus:OnFocusChanged (bool) (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:77).  Antilatency.OculusSample.AltTrackingOculus:OnApplicationPause (bool) (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:88).  
79.61855,Log,WebsocketGameMonitor User View Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserGameView>d__25:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:341).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
79.61855,Log,WebsocketGameMonitor PosRot Broadcasting halted. Trying again in 4 seconds.,UnityEngine.Debug:Log (object).  WebsocketGameMonitor/<BroadcastUserPosAndRot>d__24:MoveNext () (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:280).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
80.40828,Warning,Couldn't generate an appropiate WS Message from UserPerformanceMessageGen. The required scripts used to obtain data may be unavailable.,UnityEngine.Debug:LogWarning (object).  WebsocketGameMonitor:GenerateWebsocketMessageFromGeneratorFunction (WSMessageTypestringSystem.Reflection.MethodInfo) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:509).  WebsocketGameMonitor:TrySendWebsocketMessageBuiltFromGenerator (object[]) (at Assets/alreylz/Networking/MessageTypes/WebsocketGameMonitor.cs:476).  coredamnwork.Executer/<Repeating>d__10:MoveNext () (at Assets/alreylz/Utils/Utils.cs:383).  UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumeratorintptr).  
80.76488,Log,[OVRManager] OnApplicationPause(true),UnityEngine.Debug:Log (object).  OVRManager:OnApplicationPause (bool) (at Assets/Oculus/VR/Scripts/OVRManager.cs:2043).  
80.78487,Log,[OVRManager] OnApplicationPause(false),UnityEngine.Debug:Log (object).  OVRManager:OnApplicationPause (bool) (at Assets/Oculus/VR/Scripts/OVRManager.cs:2047).  
80.78487,Error,Failed to get placement code,UnityEngine.Debug:LogError (object).  Antilatency.OculusSample.AltTrackingOculus:GetPlacement () (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:204).  Antilatency.OculusSample.AltTrackingOculus:StartTrackingAlignment () (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:96).  Antilatency.OculusSample.AltTrackingOculus:OnFocusChanged (bool) (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:77).  Antilatency.OculusSample.AltTrackingOculus:OnApplicationPause (bool) (at Assets/Antilatency/OculusSample/Scripts/AltTrackingOculus.cs:88).  
